,Attrition_Flag,Age,Gender,Dependent_Count,Education,Marital_Status,Income,Card_Category,Months_On_Book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
6941,Existing Customer,47.0,M,4,Uneducated,Married,$60K - $80K,Blue,43,4,3.0,1.0,6519.0,1525,4994.0,0.8740000000000001,4495.0,81.0,1.025,0.23399999999999999
6942,Attrited Customer,57.0,M,2,Uneducated,Unknown,$80K - $120K,Blue,36,5,3.0,3.0,4316.0,0,4316.0,0.363,1920.0,53.0,0.47200000000000003,0.0
6943,Existing Customer,50.0,F,0,Graduate,Married,Less than $40K,Blue,36,3,3.0,3.0,1438.3,0,1438.3,0.718,3800.0,69.0,0.5329999999999999,0.0
6944,Attrited Customer,34.0,F,2,Graduate,Married,Less than $40K,Blue,23,6,2.0,2.0,3116.0,0,3116.0,0.698,2768.0,45.0,0.667,0.0
6945,Attrited Customer,43.0,M,3,Unknown,Married,$120K +,Blue,34,4,3.0,2.0,24868.0,794,24074.0,0.649,2510.0,32.0,0.231,0.032
6946,Existing Customer,48.0,F,2,College,Married,Less than $40K,Blue,36,4,3.0,1.0,1438.3,0,1438.3,0.743,4913.0,82.0,0.8220000000000001,0.0
6947,Existing Customer,43.0,M,5,Graduate,Single,$40K - $60K,Blue,33,4,2.0,1.0,1438.3,0,1438.3,0.643,4509.0,80.0,0.569,0.0
6948,Existing Customer,39.0,F,2,High School,Single,Less than $40K,Blue,36,4,3.0,3.0,1438.3,855,583.3,0.662,4890.0,53.0,0.893,0.594
6949,Existing Customer,41.0,M,2,Graduate,Single,$40K - $60K,Silver,30,5,2.0,3.0,17706.0,1081,16625.0,1.087,3680.0,81.0,0.723,0.061
6950,Existing Customer,47.0,F,3,Uneducated,Married,Less than $40K,Blue,36,3,3.0,2.0,1819.0,1235,584.0,0.7979999999999999,4636.0,75.0,0.705,0.679
6951,Existing Customer,51.0,M,4,Graduate,Single,$120K +,Blue,39,6,4.0,1.0,19350.0,0,19350.0,0.982,4657.0,70.0,0.795,0.0
6952,Attrited Customer,34.0,F,1,Uneducated,Unknown,Less than $40K,Blue,25,1,2.0,3.0,3074.0,0,3074.0,0.718,2721.0,54.0,0.688,0.0
6953,Existing Customer,42.0,F,3,Unknown,Married,Less than $40K,Blue,36,4,2.0,1.0,2281.0,1548,733.0,0.7390000000000001,4384.0,78.0,0.857,0.679
6954,Existing Customer,58.0,F,1,Unknown,Married,Less than $40K,Blue,46,6,3.0,3.0,3035.0,1779,1256.0,0.851,4999.0,83.0,0.93,0.586
6955,Existing Customer,38.0,F,2,Graduate,Married,Less than $40K,Blue,31,6,3.0,3.0,3222.0,0,3222.0,0.7859999999999999,5154.0,80.0,0.778,0.0
6956,Existing Customer,57.0,M,2,Uneducated,Single,$80K - $120K,Blue,43,6,3.0,1.0,12045.0,1749,10296.0,0.736,4884.0,86.0,0.87,0.145
6957,Attrited Customer,44.0,F,4,High School,Single,$40K - $60K,Blue,39,4,3.0,3.0,10587.0,2517,8070.0,1.052,2971.0,54.0,0.742,0.23800000000000002
6958,Existing Customer,42.0,M,1,Graduate,Single,$60K - $80K,Blue,37,4,1.0,1.0,2596.0,1210,1386.0,0.5489999999999999,4642.0,78.0,0.696,0.466
6959,Existing Customer,58.0,F,0,Graduate,Single,Less than $40K,Blue,36,5,3.0,1.0,3008.0,2517,491.0,0.674,4627.0,68.0,0.659,0.8370000000000001
6960,Existing Customer,41.0,F,3,High School,Married,Less than $40K,Blue,30,4,4.0,2.0,3280.0,2327,953.0,0.784,4268.0,84.0,1.0,0.7090000000000001
6961,Existing Customer,33.0,F,4,Graduate,Married,Less than $40K,Blue,16,5,3.0,2.0,1438.3,611,827.3,0.6920000000000001,4688.0,89.0,0.816,0.425
6962,Existing Customer,48.0,F,2,Unknown,Married,Less than $40K,Blue,37,4,4.0,2.0,2835.0,1860,975.0,0.5710000000000001,4569.0,81.0,0.884,0.6559999999999999
6963,Existing Customer,60.0,M,1,Graduate,Single,$40K - $60K,Blue,48,3,1.0,3.0,1438.3,750,688.3,0.7709999999999999,4542.0,88.0,0.833,0.521
6964,Existing Customer,59.0,F,1,Unknown,Single,Unknown,Blue,48,4,2.0,3.0,5528.0,1823,3705.0,0.731,4857.0,81.0,0.723,0.33
6965,Existing Customer,56.0,F,3,Graduate,Married,Less than $40K,Blue,44,6,4.0,2.0,2030.0,1262,768.0,0.862,4851.0,84.0,0.867,0.622
6966,Existing Customer,41.0,F,1,Graduate,Married,$40K - $60K,Blue,32,6,3.0,1.0,2413.0,1627,786.0,0.726,5466.0,85.0,0.7709999999999999,0.674
6967,Existing Customer,36.0,M,3,Unknown,Single,$60K - $80K,Blue,21,4,2.0,3.0,7381.0,1608,5773.0,0.784,5638.0,86.0,0.654,0.218
6968,Attrited Customer,46.0,F,1,High School,Married,Less than $40K,Blue,42,5,4.0,1.0,1438.3,0,1438.3,0.637,1843.0,44.0,0.63,0.0
6969,Existing Customer,52.0,F,0,Uneducated,Married,Less than $40K,Blue,34,4,4.0,3.0,2001.0,960,1041.0,0.6779999999999999,4026.0,86.0,0.83,0.48
6970,Attrited Customer,45.0,M,3,College,Married,$80K - $120K,Blue,36,3,2.0,2.0,3031.0,2517,514.0,0.409,2188.0,50.0,0.389,0.83
6971,Existing Customer,47.0,M,2,Unknown,Married,$120K +,Blue,37,6,4.0,2.0,11354.0,0,11354.0,1.0070000000000001,3073.0,49.0,1.227,0.0
6972,Existing Customer,42.0,M,3,Doctorate,Divorced,$40K - $60K,Blue,36,3,2.0,1.0,2012.0,0,2012.0,0.31,3282.0,66.0,0.65,0.0
6973,Existing Customer,39.0,M,1,Post-Graduate,Single,$80K - $120K,Blue,29,6,2.0,2.0,23034.0,1992,21042.0,0.759,2514.0,32.0,0.684,0.086
6975,Existing Customer,50.0,F,3,Graduate,Married,$40K - $60K,Blue,39,4,3.0,3.0,1844.0,1388,456.0,0.9009999999999999,5056.0,81.0,0.8,0.753
6976,Existing Customer,40.0,F,2,Graduate,Single,Unknown,Blue,30,5,2.0,3.0,1438.3,0,1438.3,0.542,2258.0,59.0,0.7879999999999999,0.0
6977,Existing Customer,46.0,M,2,Graduate,Married,Less than $40K,Blue,39,3,3.0,3.0,4752.0,1400,3352.0,0.6459999999999999,3404.0,54.0,1.16,0.295
6978,Attrited Customer,38.0,M,3,College,Married,$60K - $80K,Blue,36,5,2.0,2.0,6114.0,1461,4653.0,0.772,2608.0,36.0,0.385,0.239
6979,Attrited Customer,55.0,F,5,Unknown,Single,Less than $40K,Blue,36,4,2.0,3.0,1438.3,0,1438.3,0.5710000000000001,2244.0,54.0,0.929,0.0
6980,Existing Customer,37.0,F,4,Unknown,Single,Less than $40K,Blue,36,3,3.0,3.0,2286.0,0,2286.0,0.732,5199.0,83.0,0.8440000000000001,0.0
6981,Existing Customer,57.0,F,2,Post-Graduate,Single,$40K - $60K,Blue,36,3,4.0,2.0,4784.0,1629,3155.0,0.706,4912.0,82.0,0.7829999999999999,0.341
6982,Existing Customer,43.0,F,1,Uneducated,Married,Less than $40K,Blue,32,6,2.0,2.0,2667.0,1590,1077.0,0.8059999999999999,4596.0,85.0,0.574,0.596
6983,Existing Customer,54.0,F,2,College,Married,Less than $40K,Blue,48,3,2.0,2.0,2473.0,1745,728.0,0.769,4823.0,72.0,0.8,0.706
6984,Existing Customer,39.0,F,3,Doctorate,Married,Less than $40K,Blue,33,6,4.0,2.0,2001.0,1430,571.0,0.555,4509.0,69.0,0.6829999999999999,0.715
6985,Existing Customer,41.0,M,4,High School,Married,$120K +,Blue,35,5,4.0,2.0,18232.0,1140,17092.0,0.657,4775.0,84.0,1.1,0.063
6986,Existing Customer,45.0,F,4,Uneducated,Married,Unknown,Blue,39,6,3.0,1.0,1438.3,0,1438.3,0.825,4596.0,71.0,0.732,0.0
6987,Existing Customer,45.0,F,2,Uneducated,Married,Less than $40K,Blue,36,3,4.0,3.0,2918.0,1597,1321.0,0.884,4454.0,76.0,0.9,0.547
6988,Existing Customer,36.0,F,2,College,Unknown,Less than $40K,Blue,23,4,3.0,3.0,1924.0,971,953.0,0.8059999999999999,4951.0,96.0,0.6,0.505
6989,Existing Customer,50.0,F,2,Graduate,Married,Less than $40K,Blue,42,5,3.0,0.0,1770.0,1706,64.0,0.626,4940.0,94.0,0.774,0.9640000000000001
6990,Existing Customer,42.0,F,2,Graduate,Single,Less than $40K,Blue,27,5,3.0,3.0,2265.0,0,2265.0,0.603,3826.0,71.0,0.5429999999999999,0.0
6991,Existing Customer,59.0,M,0,High School,Married,$60K - $80K,Blue,48,3,1.0,3.0,3868.0,1384,2484.0,0.631,4716.0,79.0,0.5489999999999999,0.358
6992,Attrited Customer,43.0,F,3,Graduate,Married,$40K - $60K,Blue,32,4,3.0,3.0,2701.0,2498,203.0,0.637,2678.0,37.0,0.609,0.925
6993,Existing Customer,33.0,M,1,High School,Divorced,$40K - $60K,Blue,28,6,1.0,3.0,2507.0,1592,915.0,0.691,4355.0,79.0,0.8370000000000001,0.635
6994,Existing Customer,38.0,F,2,High School,Single,Less than $40K,Blue,20,4,3.0,3.0,2420.0,676,1744.0,0.782,3770.0,76.0,0.81,0.27899999999999997
6995,Attrited Customer,46.0,M,2,College,Married,$40K - $60K,Silver,34,5,3.0,4.0,16547.0,0,16547.0,0.242,1561.0,41.0,0.3670000000000001,0.0
6996,Existing Customer,44.0,F,3,Graduate,Married,Less than $40K,Blue,33,3,2.0,2.0,1621.0,0,1621.0,0.603,3764.0,76.0,0.52,0.0
6997,Existing Customer,59.0,M,1,Unknown,Single,$40K - $60K,Blue,51,3,4.0,3.0,3808.0,713,3095.0,0.787,4845.0,88.0,0.63,0.187
6998,Attrited Customer,49.0,F,1,Uneducated,Divorced,$40K - $60K,Blue,37,6,2.0,2.0,2173.0,0,2173.0,0.652,2379.0,57.0,0.7809999999999999,0.0
6999,Existing Customer,50.0,F,1,Uneducated,Married,Less than $40K,Blue,36,5,2.0,1.0,2178.0,1731,447.0,0.6829999999999999,4275.0,71.0,0.69,0.795
7000,Existing Customer,41.0,F,4,College,Divorced,Unknown,Blue,36,3,1.0,1.0,1438.3,0,1438.3,0.841,4539.0,90.0,0.765,0.0
7001,Existing Customer,51.0,F,3,Uneducated,Unknown,Less than $40K,Blue,36,3,1.0,2.0,1750.0,813,937.0,0.76,4333.0,68.0,0.7,0.465
7002,Existing Customer,36.0,F,2,Graduate,Married,Less than $40K,Blue,26,3,3.0,2.0,1438.3,0,1438.3,0.61,4957.0,88.0,0.872,0.0
7003,Existing Customer,36.0,F,4,College,Married,Less than $40K,Blue,36,6,4.0,1.0,2466.0,1750,716.0,0.774,5005.0,76.0,0.767,0.71
7004,Existing Customer,37.0,F,2,High School,Single,Less than $40K,Blue,36,5,2.0,1.0,2535.0,1352,1183.0,0.509,3840.0,72.0,0.565,0.5329999999999999
7005,Existing Customer,39.0,F,4,Graduate,Married,$40K - $60K,Blue,29,4,4.0,3.0,2385.0,1971,414.0,0.613,3711.0,81.0,0.653,0.826
7007,Existing Customer,45.0,M,4,High School,Single,$120K +,Blue,37,4,3.0,3.0,2701.0,1986,715.0,0.5379999999999999,4767.0,76.0,0.8540000000000001,0.735
7008,Existing Customer,46.0,F,4,High School,Married,Less than $40K,Blue,34,6,1.0,3.0,5387.0,1133,4254.0,0.652,4374.0,76.0,0.49,0.21
7009,Attrited Customer,38.0,F,3,High School,Married,Less than $40K,Blue,27,4,3.0,3.0,1438.3,0,1438.3,0.73,2478.0,45.0,0.552,0.0
7010,Existing Customer,44.0,M,2,Post-Graduate,Married,$80K - $120K,Blue,37,5,1.0,1.0,34058.0,0,34058.0,0.552,4043.0,57.0,0.7809999999999999,0.0
7011,Existing Customer,42.0,F,2,Graduate,Married,$40K - $60K,Silver,36,6,2.0,1.0,16290.0,0,16290.0,0.758,4232.0,79.0,0.795,0.0
7012,Existing Customer,49.0,F,3,High School,Married,Less than $40K,Blue,45,3,3.0,2.0,1438.3,726,712.3,0.657,5208.0,93.0,0.755,0.505
7013,Existing Customer,55.0,F,3,Graduate,Single,Less than $40K,Blue,36,4,1.0,3.0,2069.0,1028,1041.0,0.648,4414.0,82.0,0.7829999999999999,0.4970000000000001
7014,Attrited Customer,56.0,F,1,Post-Graduate,Married,Less than $40K,Blue,36,6,2.0,2.0,2802.0,2256,546.0,0.615,2371.0,46.0,0.353,0.805
7015,Existing Customer,39.0,F,1,Graduate,Single,Less than $40K,Blue,31,5,2.0,1.0,3390.0,2222,1168.0,0.768,5001.0,82.0,0.8220000000000001,0.655
7016,Existing Customer,48.0,F,2,Post-Graduate,Divorced,Unknown,Blue,37,3,4.0,2.0,3745.0,1291,2454.0,0.631,4956.0,88.0,0.7959999999999999,0.345
7017,Existing Customer,42.0,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3.0,1.0,26690.0,0,26690.0,1.1440000000000001,4363.0,76.0,1.054,0.0
7018,Attrited Customer,58.0,F,1,Unknown,Single,Unknown,Blue,50,5,2.0,2.0,8513.0,799,7714.0,0.451,2119.0,37.0,0.542,0.094
7019,Existing Customer,36.0,F,4,Unknown,Single,Less than $40K,Blue,26,3,2.0,3.0,1438.3,0,1438.3,0.8270000000000001,4886.0,85.0,0.7709999999999999,0.0
7020,Attrited Customer,55.0,F,1,Uneducated,Married,Less than $40K,Blue,36,5,3.0,2.0,2258.0,2000,258.0,0.611,2500.0,42.0,0.68,0.8859999999999999
7021,Attrited Customer,41.0,F,3,Unknown,Married,Less than $40K,Blue,30,5,3.0,3.0,1654.0,0,1654.0,0.32899999999999996,1730.0,30.0,0.364,0.0
7022,Existing Customer,51.0,F,3,College,Divorced,$40K - $60K,Blue,31,6,2.0,2.0,2768.0,1329,1439.0,0.6990000000000001,4275.0,78.0,0.8140000000000001,0.48
7023,Existing Customer,43.0,M,1,College,Married,$80K - $120K,Blue,23,5,2.0,1.0,14566.0,1045,13521.0,0.41700000000000004,4480.0,77.0,0.7909999999999999,0.07200000000000001
7025,Existing Customer,37.0,F,1,Uneducated,Single,Less than $40K,Blue,30,3,2.0,3.0,2353.0,1095,1258.0,0.941,5038.0,84.0,0.75,0.465
7026,Existing Customer,59.0,F,0,College,Married,$40K - $60K,Blue,53,3,2.0,0.0,1438.3,0,1438.3,0.8959999999999999,4457.0,79.0,0.927,0.0
7027,Existing Customer,59.0,M,1,Graduate,Married,$40K - $60K,Blue,53,5,1.0,2.0,4188.0,2200,1988.0,0.867,4911.0,86.0,0.72,0.525
7028,Attrited Customer,45.0,M,4,Graduate,Married,$80K - $120K,Blue,35,2,3.0,3.0,23542.0,1307,22235.0,0.462,2152.0,46.0,0.43799999999999994,0.055999999999999994
7029,Existing Customer,57.0,M,1,High School,Single,$120K +,Blue,47,4,4.0,2.0,9272.0,982,8290.0,0.6509999999999999,4649.0,89.0,0.816,0.106
7030,Existing Customer,36.0,F,3,High School,Married,Less than $40K,Blue,28,3,1.0,1.0,1967.0,0,1967.0,0.73,4620.0,77.0,0.878,0.0
7031,Attrited Customer,52.0,F,1,Uneducated,Single,Less than $40K,Blue,37,5,3.0,4.0,1717.0,0,1717.0,1.028,3004.0,46.0,0.586,0.0
7032,Existing Customer,45.0,M,3,Graduate,Single,$60K - $80K,Silver,34,5,1.0,1.0,34516.0,1664,32852.0,0.73,4912.0,80.0,0.7390000000000001,0.048
7033,Existing Customer,50.0,M,1,Doctorate,Single,$80K - $120K,Blue,41,5,4.0,2.0,5068.0,991,4077.0,0.736,5173.0,64.0,0.6,0.196
7034,Existing Customer,46.0,F,3,College,Married,Less than $40K,Blue,39,3,2.0,3.0,1438.3,0,1438.3,0.7859999999999999,4370.0,79.0,0.795,0.0
7035,Existing Customer,55.0,F,1,Uneducated,Divorced,$40K - $60K,Blue,47,3,2.0,3.0,2697.0,1863,834.0,0.735,4615.0,81.0,0.688,0.691
7036,Existing Customer,51.0,M,1,High School,Married,Less than $40K,Blue,41,3,4.0,3.0,1438.3,0,1438.3,0.623,4312.0,81.0,0.723,0.0
7037,Attrited Customer,44.0,F,0,College,Married,Less than $40K,Blue,40,5,4.0,2.0,7499.0,1083,6416.0,0.716,2478.0,45.0,0.667,0.14400000000000002
7038,Attrited Customer,39.0,M,4,Post-Graduate,Married,$120K +,Blue,29,6,3.0,3.0,8700.0,1742,6958.0,0.45399999999999996,2306.0,50.0,0.613,0.2
7039,Attrited Customer,55.0,M,3,Unknown,Single,$60K - $80K,Blue,35,3,3.0,3.0,14266.0,1341,12925.0,0.309,1625.0,34.0,0.36,0.094
7040,Existing Customer,46.0,M,0,Graduate,Single,$120K +,Blue,36,6,2.0,1.0,2692.0,1631,1061.0,0.99,4619.0,83.0,0.6940000000000001,0.606
7041,Existing Customer,54.0,F,3,College,Single,Less than $40K,Blue,36,4,4.0,2.0,2957.0,1408,1549.0,0.667,4280.0,82.0,0.7829999999999999,0.47600000000000003
7042,Existing Customer,50.0,F,2,Unknown,Single,Less than $40K,Blue,32,4,3.0,1.0,1438.3,0,1438.3,0.815,4598.0,78.0,0.902,0.0
7043,Existing Customer,51.0,F,3,High School,Married,Less than $40K,Blue,36,4,2.0,1.0,3007.0,2517,490.0,0.733,4985.0,84.0,1.0,0.8370000000000001
7044,Existing Customer,41.0,F,3,High School,Married,Unknown,Blue,24,3,1.0,1.0,3427.0,1419,2008.0,0.685,4218.0,74.0,0.805,0.414
7045,Existing Customer,59.0,M,1,Unknown,Married,$60K - $80K,Blue,48,5,3.0,3.0,1438.3,642,796.3,0.9259999999999999,5177.0,79.0,0.6459999999999999,0.446
7046,Existing Customer,47.0,F,3,Uneducated,Married,Less than $40K,Blue,33,4,5.0,2.0,2990.0,890,2100.0,0.711,4757.0,79.0,0.8370000000000001,0.298
7047,Attrited Customer,61.0,M,0,Graduate,Married,$60K - $80K,Blue,56,6,2.0,3.0,9918.0,850,9068.0,0.688,2485.0,40.0,0.29,0.086
7048,Existing Customer,50.0,F,2,High School,Married,Unknown,Blue,41,3,1.0,1.0,8159.0,2277,5882.0,0.7490000000000001,4402.0,64.0,0.684,0.27899999999999997
7049,Existing Customer,53.0,M,2,Graduate,Single,$120K +,Blue,36,3,2.0,2.0,18551.0,1434,17117.0,1.149,5364.0,90.0,0.765,0.077
7050,Existing Customer,31.0,F,0,Graduate,Married,Less than $40K,Blue,20,5,1.0,1.0,1438.3,0,1438.3,0.6890000000000001,4397.0,86.0,0.755,0.0
7051,Attrited Customer,51.0,M,2,Graduate,Single,$80K - $120K,Blue,31,5,3.0,2.0,1438.3,327,1111.3,0.528,1783.0,40.0,0.48100000000000004,0.22699999999999998
7052,Existing Customer,60.0,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4.0,1.0,10886.0,1145,9741.0,0.7490000000000001,3488.0,66.0,0.535,0.105
7053,Existing Customer,59.0,F,0,High School,Single,Unknown,Blue,36,4,3.0,1.0,10457.0,2148,8309.0,0.737,4649.0,74.0,0.9470000000000001,0.205
7054,Existing Customer,60.0,M,0,Unknown,Single,$40K - $60K,Blue,46,6,2.0,1.0,1781.0,1551,230.0,0.722,3527.0,66.0,0.61,0.871
7055,Existing Customer,50.0,M,2,Unknown,Married,$120K +,Blue,43,3,2.0,1.0,34516.0,1156,33360.0,0.633,3974.0,65.0,0.585,0.033
7056,Existing Customer,42.0,F,3,Graduate,Married,Less than $40K,Blue,33,6,3.0,3.0,2363.0,1495,868.0,0.531,4420.0,65.0,0.711,0.633
7057,Existing Customer,54.0,F,4,Post-Graduate,Married,Less than $40K,Blue,49,3,3.0,2.0,2802.0,2219,583.0,0.7959999999999999,5924.0,88.0,0.63,0.792
7058,Existing Customer,42.0,F,4,High School,Married,Less than $40K,Blue,31,5,1.0,2.0,1640.0,888,752.0,0.715,4074.0,73.0,0.872,0.541
7059,Attrited Customer,48.0,F,3,Uneducated,Married,Less than $40K,Blue,41,5,3.0,2.0,4960.0,0,4960.0,0.882,2430.0,48.0,0.5479999999999999,0.0
7060,Existing Customer,50.0,M,4,Graduate,Married,$80K - $120K,Blue,38,5,1.0,3.0,4601.0,2517,2084.0,0.775,5056.0,80.0,0.778,0.547
7061,Existing Customer,48.0,M,5,Unknown,Unknown,$60K - $80K,Blue,36,4,1.0,2.0,4100.0,1956,2144.0,0.617,3584.0,61.0,0.743,0.47700000000000004
7062,Existing Customer,52.0,F,3,Graduate,Married,$40K - $60K,Blue,47,3,2.0,0.0,2741.0,1639,1102.0,0.644,5077.0,87.0,0.74,0.598
7063,Attrited Customer,46.0,F,4,Graduate,Married,$40K - $60K,Blue,34,5,3.0,1.0,4152.0,1446,2706.0,0.826,2218.0,30.0,0.304,0.348
7064,Existing Customer,50.0,F,2,Uneducated,Married,Less than $40K,Blue,44,3,1.0,2.0,3386.0,2517,869.0,0.743,4890.0,65.0,0.667,0.743
7066,Existing Customer,50.0,M,4,High School,Married,$80K - $120K,Blue,41,6,3.0,3.0,23209.0,1308,21901.0,0.498,3530.0,71.0,0.578,0.055999999999999994
7067,Existing Customer,50.0,F,3,Graduate,Married,$40K - $60K,Blue,39,5,3.0,2.0,12610.0,1123,11487.0,0.853,4199.0,67.0,0.595,0.08900000000000001
7068,Existing Customer,48.0,F,4,High School,Married,Less than $40K,Blue,38,5,1.0,1.0,2090.0,793,1297.0,0.64,4619.0,78.0,0.733,0.379
7069,Existing Customer,46.0,M,2,Graduate,Married,$40K - $60K,Blue,39,4,3.0,1.0,1610.0,0,1610.0,0.6890000000000001,4958.0,87.0,0.7759999999999999,0.0
7070,Attrited Customer,40.0,M,3,Graduate,Married,$120K +,Blue,27,5,3.0,2.0,2269.0,0,2269.0,0.5720000000000001,2108.0,39.0,0.56,0.0
7071,Attrited Customer,40.0,F,2,College,Unknown,Less than $40K,Blue,36,6,1.0,3.0,2387.0,2013,374.0,0.449,2134.0,41.0,0.9520000000000001,0.843
7072,Existing Customer,54.0,F,3,Graduate,Single,$40K - $60K,Blue,39,3,4.0,1.0,4036.0,1329,2707.0,0.738,5315.0,82.0,0.708,0.32899999999999996
7073,Attrited Customer,54.0,F,5,High School,Married,Unknown,Blue,44,5,3.0,3.0,5342.0,605,4737.0,0.691,2426.0,46.0,0.39399999999999996,0.113
7074,Attrited Customer,54.0,F,2,Graduate,Unknown,Less than $40K,Blue,46,5,3.0,2.0,1695.0,913,782.0,0.449,2130.0,48.0,0.5,0.539
7075,Existing Customer,37.0,F,3,Doctorate,Married,Less than $40K,Blue,36,3,5.0,2.0,1438.3,0,1438.3,0.861,4314.0,82.0,0.8640000000000001,0.0
7076,Existing Customer,38.0,F,2,High School,Married,$40K - $60K,Blue,27,3,2.0,3.0,1776.0,1586,190.0,0.7979999999999999,4350.0,71.0,0.868,0.893
7077,Existing Customer,42.0,F,3,High School,Married,$40K - $60K,Blue,29,4,3.0,2.0,5640.0,0,5640.0,0.77,4739.0,80.0,0.86,0.0
7078,Existing Customer,42.0,F,1,College,Divorced,Less than $40K,Blue,22,5,3.0,2.0,2403.0,1105,1298.0,0.735,4186.0,77.0,0.711,0.46
7079,Existing Customer,45.0,F,4,College,Married,Less than $40K,Blue,36,5,1.0,2.0,3349.0,2517,832.0,0.7859999999999999,4405.0,55.0,1.391,0.752
7080,Attrited Customer,54.0,F,1,Graduate,Married,Less than $40K,Blue,50,3,3.0,3.0,3173.0,2517,656.0,0.619,2763.0,51.0,0.821,0.7929999999999999
7081,Attrited Customer,43.0,M,5,High School,Unknown,$80K - $120K,Blue,38,3,3.0,2.0,1504.0,0,1504.0,0.987,2530.0,43.0,0.344,0.0
7082,Attrited Customer,45.0,F,3,Graduate,Divorced,$40K - $60K,Blue,41,1,3.0,3.0,1477.0,0,1477.0,0.768,2214.0,43.0,0.654,0.0
7083,Existing Customer,49.0,F,2,College,Single,Less than $40K,Blue,41,6,3.0,1.0,2018.0,1366,652.0,0.9640000000000001,4842.0,69.0,0.5,0.677
7084,Existing Customer,41.0,M,3,Graduate,Married,$120K +,Silver,36,3,3.0,2.0,34516.0,1453,33063.0,0.35700000000000004,4147.0,76.0,0.9490000000000001,0.042
7085,Existing Customer,44.0,F,4,Graduate,Married,Unknown,Blue,34,6,4.0,2.0,2105.0,0,2105.0,0.6559999999999999,4190.0,67.0,0.914,0.0
7086,Existing Customer,46.0,F,2,Uneducated,Divorced,Unknown,Blue,40,5,2.0,3.0,20080.0,0,20080.0,0.56,4620.0,70.0,0.667,0.0
7087,Existing Customer,39.0,F,1,Graduate,Unknown,Less than $40K,Blue,36,3,4.0,1.0,6690.0,1912,4778.0,0.609,3875.0,60.0,0.5379999999999999,0.28600000000000003
7088,Existing Customer,46.0,M,3,Graduate,Unknown,$80K - $120K,Blue,37,6,4.0,3.0,1530.0,0,1530.0,0.635,4256.0,78.0,0.773,0.0
7089,Existing Customer,58.0,M,1,Post-Graduate,Single,$80K - $120K,Blue,41,4,2.0,1.0,2915.0,1494,1421.0,0.861,4235.0,73.0,0.825,0.513
7090,Existing Customer,47.0,F,3,Graduate,Divorced,Less than $40K,Blue,42,3,4.0,0.0,1438.3,0,1438.3,0.635,4735.0,87.0,0.6729999999999999,0.0
7091,Attrited Customer,56.0,F,2,High School,Single,Less than $40K,Blue,42,5,4.0,2.0,2423.0,268,2155.0,0.804,2516.0,59.0,0.639,0.111
7092,Existing Customer,54.0,M,4,Uneducated,Single,$80K - $120K,Blue,42,5,2.0,2.0,11742.0,0,11742.0,0.621,4053.0,70.0,0.556,0.0
7093,Existing Customer,51.0,F,2,High School,Single,Less than $40K,Blue,47,5,2.0,3.0,3069.0,2517,552.0,0.73,4512.0,83.0,0.7659999999999999,0.82
7094,Existing Customer,58.0,F,2,High School,Divorced,Unknown,Gold,36,5,4.0,3.0,34516.0,1864,32652.0,0.664,3595.0,52.0,0.733,0.054000000000000006
7095,Existing Customer,36.0,F,4,Uneducated,Married,$40K - $60K,Blue,31,5,2.0,3.0,2517.0,1336,1181.0,0.755,5211.0,83.0,0.804,0.531
7096,Existing Customer,52.0,F,1,Unknown,Single,Less than $40K,Blue,43,6,2.0,1.0,1438.3,773,665.3,1.138,4890.0,63.0,0.909,0.537
7097,Existing Customer,45.0,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3.0,1.0,2216.0,1992,224.0,0.789,4103.0,77.0,0.711,0.899
7098,Existing Customer,51.0,M,0,Doctorate,Single,$60K - $80K,Blue,36,6,2.0,3.0,3232.0,1346,1886.0,0.6970000000000001,5102.0,69.0,0.643,0.41600000000000004
7099,Existing Customer,54.0,F,1,College,Single,Less than $40K,Blue,41,5,2.0,2.0,3478.0,941,2537.0,0.711,4607.0,83.0,0.93,0.271
7100,Existing Customer,50.0,F,3,Post-Graduate,Single,Unknown,Blue,36,5,4.0,3.0,1814.0,0,1814.0,0.852,5014.0,99.0,0.623,0.0
7101,Existing Customer,37.0,F,2,Graduate,Married,Less than $40K,Blue,25,4,2.0,1.0,1438.3,0,1438.3,0.741,4513.0,75.0,0.7440000000000001,0.0
7102,Existing Customer,42.0,F,4,Unknown,Single,Less than $40K,Blue,30,3,2.0,1.0,1446.0,621,825.0,0.826,4860.0,68.0,0.7,0.429
7103,Existing Customer,47.0,F,5,High School,Single,Less than $40K,Blue,37,5,2.0,3.0,1493.0,0,1493.0,0.605,4655.0,95.0,0.638,0.0
7104,Existing Customer,45.0,F,4,Graduate,Married,$40K - $60K,Blue,34,4,4.0,2.0,4244.0,1066,3178.0,0.606,4016.0,89.0,0.8540000000000001,0.251
7105,Existing Customer,40.0,M,5,High School,Single,$40K - $60K,Blue,20,5,2.0,1.0,2984.0,1879,1105.0,0.675,4813.0,83.0,0.7290000000000001,0.63
